"","ROI","pval","coef","adj_p","sign"
"1","meanCT",0.00805588899377418,0.292390669630824,0.0322235559750967,"adj-p < 0.05"
"2","totalSA",0.0893000700307125,0.195507109231962,0.35720028012285,"Non-signif"
"3","EstimatedTotalIntraCranialVol",0.799467680118306,0.0308767433864337,1,"Non-signif"
"4","CSF",0.353150861050527,0.0987232620933825,1,"Non-signif"
